9.371363342628187543e-02,2.450607426288969691e-25,1.819203497942617140e-02,4.842016070332336858e-02,4.178150116777668011e-02,2.737371595530829760e-01,8.058989949057157135e-22,1.382506012123525929e-17,3.036346658391468178e-03,1.928747349866501148e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.188973626897939740e-18,0.000000000000000000e+00,0.000000000000000000e+00,1.874633738375240666e-01,0.000000000000000000e+00,1.742816462008256694e-18,7.565084131918504181e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.574733217818118702e-01,1.159273206502612566e-10,2.519549241428578612e-02,3.110080836226051804e-01,9.824408433729961421e-03,2.978741933579233669e-01,3.552275447082528952e-08,2.630533930867573065e-11,0.000000000000000000e+00,0.000000000000000000e+00,3.757933902276065496e-01
2.933596652021282503e-01,0.000000000000000000e+00,3.332669984806512597e-09,8.597670399114662465e-02,0.000000000000000000e+00,3.657585470246061399e-01,3.648401196016390347e-01,4.009686888832733609e-01,2.907841125859322862e-01,4.380256821531186562e-01,4.360446899221638861e-01
1.193128556438495941e-01,4.279460257969053827e-01,6.037247811222978240e-09,6.097593337493590476e-03,0.000000000000000000e+00,9.327089965232092383e-02,5.387989508039756764e-02,0.000000000000000000e+00,4.885211224442213493e-03,1.574841488322422864e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.480195621401612390e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.943489294555408586e-01,4.841589074432592018e-04,4.601692385603794365e-05,2.504876692013709421e-03,8.363848077515914636e-02,1.986193366654280257e-01,1.800203059693329330e-04,7.185312919520054947e-05,1.164791991267833532e-03,8.138785001981067163e-03,2.836592453424279237e-01
2.155390801166132686e-01,1.912944876734692630e-03,9.855467645288990344e-03,3.669751918789158646e-03,3.748658384615238814e-01,2.331258954482816059e-01,2.712006735060682299e-05,5.289859836487048717e-18,1.902077532862442820e-03,1.319950151274942168e-02,3.144869864946004401e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.336293850526708694e-08,3.676167812133554133e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.252873946870466493e-01,5.316374907187973453e-02,1.083938453797588311e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.118621959676300018e-03,4.391634686260548204e-02,5.632093688065719327e-03,5.744969923953299447e-04,2.636447789787558782e-01,1.636247399643316340e-04,2.024137443082950627e-01,3.083505335237472500e-01,3.354162634685542432e-01
2.574733217818118702e-01,1.159273206502612566e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.824408433729961421e-03,1.149350912857248280e-03,1.002164037896794178e-04,3.110197463021017534e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.147022861003943797e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.939940623396082309e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.147022861003943797e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.081324779676540448e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.739832274668761227e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.736426665059283336e-01,4.115147089028723040e-10,9.438282372963276243e-04,8.787629356891292487e-03,4.918521430784326687e-01,3.194898480949975306e-01,3.160569012702064454e-14,5.176808460009602250e-34,4.885211224442213493e-03,3.402794116341990947e-03,3.929011529692458815e-01
2.790491867503097079e-01,2.827641360456105805e-08,1.963728840702261204e-04,1.150797317606235513e-02,6.611899392835757228e-02,8.267582245203772273e-02,4.653726975070444520e-12,4.514540145131495987e-24,6.003913911471932263e-03,4.946554139174213528e-03,4.144605926749674318e-01
2.736426665059283336e-01,6.915918145710355234e-08,1.124354532281014149e-04,8.787629356891292487e-03,5.918885032529272450e-02,3.200583998307417466e-01,1.013146145669383066e-10,1.868248089737183075e-23,4.885211224442213493e-03,3.402794116341990947e-03,3.929011529692458815e-01
0.000000000000000000e+00,2.039971795518560060e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.311281397389363945e-01,2.973936119295516600e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.977639164950372499e-05
0.000000000000000000e+00,0.000000000000000000e+00,6.167912576846718009e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.519263054588625761e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.977639164950372499e-05
0.000000000000000000e+00,0.000000000000000000e+00,7.696121511323528175e-02,0.000000000000000000e+00,4.414656294807047243e-01,2.789786901521424944e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.800429814004457289e-03
